Name,Movie,Year,Cause of Death
John Goodman,The Babe,1992,Ailment
John Goodman,Fallen,1998,Firearms
John Goodman,"O Brother, Where Art Thou?",2000,Impact
John Goodman,One Night at McCools,2001,Firearms
John Goodman,Death Sentence,2007,Firearms
John Goodman,Argo,2012,Other
John Goodman,The Hangover Part III,2013,Firearms
John Goodman,Inside Llewyn Davis,2013,Narcotics
John Goodman,10 Cloverfield Lane,2016,Fire
John Goodman,Kong: Skull Island,2017,Other
John Goodman,Captive State,2019,Explosives
Bobby Cannavale,Gloria,1999,Firearms
Bobby Cannavale,The Merry Gentleman,2009,Firearms
Bobby Cannavale,Spy,2015,Firearms
Bobby Cannavale,Jumanji: Welcome to the Jungle,2017,Other
Bobby Cannavale,Ant-Man and the Wasp,2018,Other
K.T. Stevens,Port of New York,1949,Strangulation
K.T. Stevens,Missile to the Moon,1958,Knives or Cutting Instruments
K.T. Stevens,Theyre Playing With Fire,1984,Fire
Dee Wallace,The Hills Have Eyes,1977,Firearms
Dee Wallace,The Howling,1981,Firearms
Dee Wallace,Im Dangerous Tonight,1990,Impact
Dee Wallace,The Frighteners,1996,Other
Dee Wallace,"To Love, Honor & Betray",1999,Firearms
Dee Wallace,Boo,2005,Fire
Dee Wallace,The Plague,2006,Personal Weapons
Dee Wallace,Scar,2005,Knives or Cutting Instruments
Dee Wallace,Voodoo Moon,2005,Knives or Cutting Instruments
Dee Wallace,Halloween,2007,Knives or Cutting Instruments
Dee Wallace,Exit Humanity,2011,Knives or Cutting Instruments
Dee Wallace,Red Christmas,2016,Impact
Dee Wallace,3 from Hell,2019,Strangulation
Michael J. Fox,Back to the Future Part III,1990,Other
Michael J. Fox,Coldblooded,1995,Firearms
Michael J. Fox,The Frighteners,1996,Firearms
Michael J. Fox,Mars Attacks!,1996,Other
Michael J. Fox,Interstate 60,2002,Other
Bruce Davison,Willard,1971,Other
Bruce Davison,"Mother, Jugs & Speed",1976,Firearms
Bruce Davison,Short Eyes,1977,Knives or Cutting Instruments
Bruce Davison,Mourning Becomes Electra,1978,Firearms
Bruce Davison,Summer of My German Soldier,1978,Firearms
Bruce Davison,Longtime Companion,1990,Ailment
Bruce Davison,X-Men,2000,Other
Bruce Davison,Lords of Salem,2012,Blunt Objects
Bruce Davison,Persecuted,2014,Firearms
Bruce Davison,Itsy Bitsy,2019,Other
Meg Foster,They Live,1988,Firearms
Meg Foster,Blind Fury,1989,Firearms
Meg Foster,Tripwire,1990,Firearms
Meg Foster,Diplomatic Immunity,1991,Firearms
Meg Foster,Relentless IV: Ashes to Ashes,1994,Other
Meg Foster,Lords of Salem,2012,Fire
Meg Foster,31,2016,Knives or Cutting Instruments
Meg Foster,Overlord,2018,Firearms
Elliot Page,An American Crime,2007,Other
Elliot Page,Inception,2010,Knives or Cutting Instruments
Elliot Page,Super,2011,Firearms
Elliot Page,The East,2013,Firearms
Elliot Page,Flatliners,2017,Impact
Bonita Friedericy,Percy Jackson & the Olympians: The Lightning Thief,2010,Other
Bonita Friedericy,Lords of Salem,2012,Fire
Nancy Linehan Charles,Ed Gein,2000,Other
Nancy Linehan Charles,The Stepfather,2009,Strangulation
Nancy Linehan Charles,Lords of Salem,2012,Fire
Barbara Crampton,Re-Animator,1985,Strangulation
Barbara Crampton,Chopping Mall,1986,Fire
Barbara Crampton,Thy Neighbors Wife,2001,Poison
Barbara Crampton,Youre Next,2011,Knives or Cutting Instruments
Barbara Crampton,Lords of Salem,2012,Other
Barbara Crampton,The Divine Tragedies,2015,Firearms
Barbara Crampton,Sun Choke,2015,Strangulation
Barbara Crampton,Puppet Master: The Littlest Reich,2018,Knives or Cutting Instruments
Barbara Crampton,Replace,2017,Impact
Barbara Crampton,Stay Out Stay Alive,2019,Firearms
Barbara Crampton,Superhost,2021,Knives or Cutting Instruments
Flo Lawrence,Lords of Salem,2012,Fire
Sheri Moon Zombie,Toolbox Murders,2004,Blunt Objects
Sheri Moon Zombie,The Devils Rejects,2005,Firearms
Sheri Moon Zombie,Halloween,2007,Firearms
Sheri Moon Zombie,Lords of Salem,2012,Other
Sheri Moon Zombie,31,2016,Knives or Cutting Instruments
Brynn Horrocks,Lords of Salem,2012,Fire
Suzanne Voss,Lords of Salem,2012,Fire
Susan Gray,Lords of Salem,2012,Fire
Rudy Ray Moore,Petey Wheatstraw,1977,Firearms
Leroy Daniels,Petey Wheatstraw,1977,Other
Ernest Mayhand,Petey Wheatstraw,1977,Other
Jim Carrey,The Dead Pool,1988,Narcotics
Jim Carrey,Ace Ventura: Pet Detective,1994,Other
Jim Carrey,Man on the Moon,1999,Ailment
Jim Carrey,Bruce Almighty,2003,Knives or Cutting Instruments
Jim Carrey,Yes Man,2008,Other
Jim Carrey,Anchorman 2: The Legend Continues,2013,Poison
Jim Carrey,Kick-Ass 2,2013,Personal Weapons
Jim Carrey,Dumb and Dumber To,2014,Other
Jim Carrey,Dark Crimes,2016,Poison
Jim Carrey,Sonic the Hedgehog 2,2022,Impact
John Cleese,And Now for Something Completely Different,1971,Explosives
John Cleese,Monty Python and the Holy Grail,1975,Ailment
John Cleese,Monty Pythons Life of Brian,1979,Impact
John Cleese,Monty Pythons The Meaning of Life,1983,Firearms
John Cleese,Yellowbeard,1983,Explosives
John Cleese,Erik The Viking,1989,Impact
John Cleese,Mary Shelleys Frankenstein,1994,Knives or Cutting Instruments
John Cleese,Parting Shots,1999,Firearms
John Cleese,Harry Potter and the Sorcerers Stone,2001,Other
John Cleese,Harry Potter and the Chamber of Secrets,2002,Other
John Cleese,Absolutely Anything,2015,Other
Alec Baldwin,Beetlejuice,1988,Drowning
Alec Baldwin,Married to the Mob,1988,Firearms
Alec Baldwin,Miami Blues,1990,Firearms
Alec Baldwin,Malice,1993,Firearms
Alec Baldwin,The Juror,1996,Firearms
Alec Baldwin,Looking for Richard,1996,Other
Alec Baldwin,The Edge,1997,Ailment
Alec Baldwin,Mercury Rising,1998,Firearms
Alec Baldwin,Final Fantasy: The Spirits Within,2001,Other
Alec Baldwin,The Adventures of Pluto Nash,2002,Other
Alec Baldwin,The Cooler,2003,Firearms
Alec Baldwin,Second Nature,2003,Knives or Cutting Instruments
Alec Baldwin,The Aviator,2004,Ailment
Alec Baldwin,Running with Scissors,2006,Other
Alec Baldwin,Brooklyn Rules,2007,Firearms
Alec Baldwin,Lymelife,2008,Firearms
Alec Baldwin,Blue Jasmine,2013,Strangulation
Alec Baldwin,Mission Impossible - Fallout,2018,Knives or Cutting Instruments
Alec Baldwin,Pixie,2020,Firearms
Michael Keaton,Mr. Mom,1982,Firearms
Michael Keaton,Beetlejuice,1988,Other
Michael Keaton,Pacific Heights,1990,Knives or Cutting Instruments
Michael Keaton,My Life,1993,Ailment
Michael Keaton,Jack Frost,1998,Car
Michael Keaton,White Noise,2005,Impact
Michael Keaton,The Merry Gentleman,2008,Other
Michael Keaton,Penthouse North,2013,Impact
Michael Keaton,Birdman or,2014,Firearms
Michael Keaton,RoboCop,2014,Firearms
Michael Keaton,The Founder,2016,Other
Michael Keaton,The Protégé,2021,Firearms
Michael Keaton,The Flash,2023,Explosives
Tom Wilkinson,Royal Deceit,1994,Strangulation
Tom Wilkinson,Sense and Sensibility,1995,Ailment
Tom Wilkinson,Smillas Sense of Snow,1997,Drowning
Tom Wilkinson,Rush Hour,1998,Impact
Tom Wilkinson,If Only,2004,Other
Tom Wilkinson,Stage Beauty,2004,Firearms
Tom Wilkinson,Michael Clayton,2007,Narcotics
Tom Wilkinson,RocknRolla,2008,Other
Tom Wilkinson,Valkyrie,2008,Other
Tom Wilkinson,The Green Hornet,2011,Poison
Tom Wilkinson,Mission: Impossible - Ghost Protocol,2011,Firearms
Tom Wilkinson,The Best Exotic Marigold Hotel,2012,Other
Tom Wilkinson,The Lone Ranger,2013,Drowning
Tom Wilkinson,The Grand Budapest Hotel,2014,Other
Tom Wilkinson,SAS: Red Notice,2021,Firearms
Giancarlo Esposito,Maximum Overdrive,1986,Knives or Cutting Instruments
Giancarlo Esposito,Harley Davidson and the Marlboro Man,1991,Firearms
Giancarlo Esposito,Bob Roberts,1992,Firearms
Giancarlo Esposito,Phoenix,1998,Firearms
Giancarlo Esposito,Chupacabra Terror,2005,Other
Giancarlo Esposito,Back in the Day,2005,Firearms
Giancarlo Esposito,The Jungle Book,2016,Impact
Giancarlo Esposito,The Show,2017,Other
Giancarlo Esposito,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Other
Cillian Murphy,The Trench,1999,Explosives
Cillian Murphy,Disco Pigs,2001,Strangulation
Cillian Murphy,28 Days Later,2002,Firearms
Cillian Murphy,Cold Mountain,2003,Firearms
Cillian Murphy,Red Eye,2005,Firearms
Cillian Murphy,The Wind that Shakes the Barley,2006,Fire
Cillian Murphy,Sunshine,2007,Fire
Cillian Murphy,Inception,2010,Firearms
Cillian Murphy,In Time,2011,Other
Cillian Murphy,Retreat,2011,Firearms
Cillian Murphy,In the Heart of the Sea,2015,Ailment
Cillian Murphy,Anthropoid,2016,Firearms
Cillian Murphy,Free Fire,2016,Fire
Hilary Sesta,Murder By Decree,1979,Knives or Cutting Instruments
Mary Tamm,Tales that Witness Madness,1973,Knives or Cutting Instruments
Mary Tamm,Three Kinds of Heat,1987,Firearms
Peter Fonda,Lilith,1964,Knives or Cutting Instruments
Peter Fonda,Spirits of the Dead,1968,Fire
Peter Fonda,Easy Rider,1969,Firearms
Peter Fonda,The Hired Hand,1971,Firearms
Peter Fonda,Dirty Mary Crazy Larry,1974,Car
Peter Fonda,Open Season,1974,Firearms
Peter Fonda,92 in the Shade,1975,Firearms
Peter Fonda,Futureworld,1976,Impact
Peter Fonda,Mercenary Fighters,1988,Other
Peter Fonda,Nadja,1994,Knives or Cutting Instruments
Peter Fonda,The Limey,1999,Firearms
Peter Fonda,3:10 to Yuma,2007,Impact
Peter Fonda,The Boondock Saints II: All Saints Day,2009,Firearms
Michael K. Williams,Bullet,1996,Firearms
Michael K. Williams,Bringing Out the Dead,1999,Firearms
Michael K. Williams,Miracle at St. Anna,2008,Firearms
Michael K. Williams,Brooklyns Finest,2009,Firearms
Michael K. Williams,The Road,2009,Other
Michael K. Williams,12 Years a Slave,2013,Knives or Cutting Instruments
Michael K. Williams,Snitch,2013,Firearms
Michael K. Williams,Superfly,2018,Firearms
Idris Elba,Buffalo Soldiers,2001,Explosives
Idris Elba,American Gangster,2007,Firearms
Idris Elba,The Reaping,2007,Knives or Cutting Instruments
Idris Elba,The Unborn,2009,Blunt Objects
Idris Elba,The Losers,2010,Explosives
Idris Elba,Ghost Rider: Spirit of Vengeance,2012,Knives or Cutting Instruments
Idris Elba,Prometheus,2012,Explosives
Idris Elba,Pacific Rim,2013,Explosives
Idris Elba,No Good Deed,2014,Firearms
Idris Elba,The Jungle Book,2016,Impact
Idris Elba,Star Trek Beyond,2016,Other
Idris Elba,Avengers: Infinity War,2018,Knives or Cutting Instruments
Idris Elba,Fast & Furious Presents: Hobbs and Shaw,2019,Impact
Idris Elba,Cats,2019,Other
Idris Elba,The Harder They Fall,2021,Impact
Iftekhar,Don,1978,Firearms
Helen,Woh Kaun Thi?,1964,Other
Helen,Gumnaam,1965,Strangulation
Helen,Pagla Kahin Ka,1970,Impact
Helen,Don,1978,Impact
Sharad Kumar,Don,1978,Firearms
Peter Serafinowicz,Star Wars Episode I: The Phantom Menace,1999,Impact
Peter Serafinowicz,Shaun of the Dead,2004,Ailment
Peter Serafinowicz,Guardians of the Galaxy,2014,Other
Jonathan Banks,48 Hrs.,1982,Firearms
Jonathan Banks,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,Personal Weapons
Jonathan Banks,Beverly Hills Cop,1984,Firearms
Jonathan Banks,Gremlins,1984,Car
Jonathan Banks,Cold Steel,1987,Firearms
Jonathan Banks,Dont Touch My Daughter,1991,Other
Jonathan Banks,Freejack,1992,Firearms
Jonathan Banks,Boiling Point,1993,Other
Jonathan Banks,Body Shot,1993,Firearms
Jonathan Banks,Under Siege 2: Dark Territory,1995,Explosives
Jonathan Banks,Dark Breed,1996,Explosives
Jonathan Banks,R.S.V.P,2002,Blunt Objects
Jonathan Banks,Bullet,2014,Firearms
Jonathan Banks,Mudbound,2017,Other
Jonathan Banks,The Commuter,2018,Impact
Jonathan Banks,Redbad,2018,Ailment
Zeljko Ivanek,Dogville,2003,Firearms
Zeljko Ivanek,The Bourne Legacy,2012,Firearms
Zeljko Ivanek,Seven Psychopaths,2012,Firearms
Michael Bowen,Forbidden World,1982,Other
Michael Bowen,Night of the Comet,1984,Blunt Objects
Michael Bowen,Mortal Passions,1989,Other
Michael Bowen,The Godfather Part III,1990,Firearms
Michael Bowen,Beverly Hills Cop III,1994,Firearms
Michael Bowen,True Crime,1996,Strangulation
Michael Bowen,Kill Bill: Vol. 1,2003,Other
Michael Bowen,Walking Tall,2004,Firearms
Michael Bowen,Autopsy,2008,Other
Michael Bowen,Cabin Fever 2: Spring Fever,2009,Firearms
Michael Bowen,The Last House on the Left,2009,Personal Weapons
Michael Bowen,Django Unchained,2012,Firearms
Michael Bowen,All Cheerleaders Die,2013,Other
Carrie-Anne Moss,New Blood,2000,Firearms
Carrie-Anne Moss,The Matrix Reloaded,2003,Firearms
Carrie-Anne Moss,The Matrix Revolutions,2003,Knives or Cutting Instruments
Carrie-Anne Moss,Minis First Time,2006,Poison
Carrie-Anne Moss,Unthinkable,2010,Explosives
Carrie-Anne Moss,Silent Hill: Revelation,2012,Knives or Cutting Instruments
Carrie-Anne Moss,Pompeii,2014,Other
Carrie-Anne Moss,Frankenstein,2015,Knives or Cutting Instruments
Martin Donovan,Amateur,1994,Firearms
Martin Donovan,Insomnia,2002,Firearms
Martin Donovan,The Quiet,2005,Strangulation
Martin Donovan,The Sentinel,2006,Firearms
Martin Donovan,Wind Chill,2007,Fire
Martin Donovan,Silent Hill: Revelation,2012,Knives or Cutting Instruments
Martin Donovan,Nurse 3D,2014,Other
Eric Judor,Wrong,2012,Ailment
Alexis Dziena,Wrong,2012,Knives or Cutting Instruments
Kareena Kapoor,Don,2006,Impact
Kareena Kapoor,Udta Punjab,2016,Knives or Cutting Instruments
Kareena Kapoor,Omkara,2006,Other
Byron Mann,Crying Freeman,1995,Firearms
Byron Mann,Red Corner,1997,Firearms
Byron Mann,American Dragons,1998,Firearms
Byron Mann,The Corruptor,1999,Firearms
Byron Mann,Belly Of The Beast,2003,Firearms
Byron Mann,Catwoman,2004,Impact
Byron Mann,A Dangerous Man,2009,Explosives
Byron Mann,The Man with the Iron Fists,2012,Personal Weapons
Aaron Paul,Bad Girls from Valley High,2005,Other
Aaron Paul,The Last House on the Left,2009,Blunt Objects
Aaron Paul,Decoding Annie Parker,2013,Ailment
Aaron Paul,Triple 9,2016,Firearms
Aaron Paul,Central Intelligence,2016,Firearms
Aaron Paul,The 9th Life of Louis Drax,2016,Impact
Aaron Paul,Come and Find Me,2016,Firearms
Aaron Paul,The Parts You Lose,2019,Firearms
Ronny Cox,Deliverance,1972,Impact
Ronny Cox,Gray Lady Down,1978,Drowning
Ronny Cox,RoboCop,1987,Firearms
Ronny Cox,Total Recall,1990,Explosives
Josef Altin,Eastern Promises,2007,Knives or Cutting Instruments
Josef Altin,Child 44,2015,Impact
Joe Gilgun,Harry Brown,2009,Firearms
Joe Gilgun,Lockout,2012,Explosives
Joe Gilgun,The Infiltrator,2016,Ailment
Robert Goulet,Beetlejuice,1988,Firearms
Robert Goulet,The Naked Gun 2 1/2: The Smell of Fear,1991,Firearms
Chris Rock,New Jack City,1991,Other
Chris Rock,Dogma,1999,Other
Chris Rock,Nurse Betty,2000,Firearms
Chris Rock,Down to Earth,2001,Car
Chris Rock,Pootie Tang,2001,Other
Chris Rock,A.I.: Artificial Intelligence,2001,Firearms
Chris Rock,Bad Company,2002,Firearms
Chris Rock,Head of State,2003,Firearms
Chris Rock,The Longest Yard,2005,Fire
Ruth Negga,Passing,2021,Impact
Robert Sheehan,Geostorm,2017,Other
Rihanna,This is the End,2013,Impact
Rihanna,Valerian and the City of a Thousand Planets,2017,Other
Bokeem Woodbine,Jasons Lyric,1994,Firearms
Bokeem Woodbine,Panther,1995,Firearms
Bokeem Woodbine,Freeway,1996,Firearms
Bokeem Woodbine,The Rock,1996,Firearms
Bokeem Woodbine,Gridlockd,1997,Firearms
Bokeem Woodbine,Caught Up,1998,Firearms
Bokeem Woodbine,Wishmaster 2: Evil Never Dies,1999,Other
Bokeem Woodbine,3000 Miles to Graceland,2001,Firearms
Bokeem Woodbine,Hard Cash,2002,Knives or Cutting Instruments
Bokeem Woodbine,Sniper 2,2003,Firearms
Bokeem Woodbine,The Last Sentinel,2007,Firearms
Bokeem Woodbine,The Fifth Commandment,2008,Firearms
Bokeem Woodbine,Caught on Tape,2010,Firearms
Bokeem Woodbine,Devil,2010,Personal Weapons
Bokeem Woodbine,Total Recall,2012,Firearms
Bokeem Woodbine,Riddick,2013,Knives or Cutting Instruments
Bokeem Woodbine,Jarhead 2: Field of Fire,2014,Fire
Bokeem Woodbine,The Night Crew,2015,Firearms
Bokeem Woodbine,Overlord,2018,Firearms
Bokeem Woodbine,In the Shadow of the Moon,2019,Firearms
Adolph Caesar,A Soldiers Story,1984,Firearms
Larry Riley,A Soldiers Story,1984,Strangulation
Max Minghella,The Darkest Hour,2011,Other
Max Minghella,Horns,2013,Strangulation
Elyes Gabel,Boogeyman 3,2008,Other
Elyes Gabel,Welcome to the Punch,2013,Personal Weapons
Elyes Gabel,World War Z,2013,Firearms
Elyes Gabel,A Most Violent Year,2014,Firearms
Elyes Gabel,Spooks: The Greater Good,2015,Firearms
Elyes Gabel,Justice League vs. the Fatal Five,2019,Explosives
Riz Ahmed,Centurion,2010,Firearms
Riz Ahmed,Four Lions,2010,Explosives
Riz Ahmed,Black Gold,2011,Other
Riz Ahmed,Nightcrawler,2014,Firearms
Riz Ahmed,Rogue One,2016,Explosives
Riz Ahmed,The Sisters Brothers,2018,Fire
Riz Ahmed,Venom,2018,Fire
Steve Carell,Seeking a Friend for the End of the World,2012,Other
Steve Carell,Foxcatcher,2014,Other
Ken Jeong,Pineapple Express,2008,Explosives
Ken Jeong,Furry Vengeance,2010,Other
Ken Jeong,The Hangover Part II,2011,Narcotics
Ken Jeong,Transformers: Dark of the Moon,2011,Impact
Ken Jeong,Rapture-Palooza,2013,Other
Terry Crews,The 6th Day,2000,Firearms
Terry Crews,Balls of Fury,2007,Firearms
Terry Crews,Street Kings,2008,Firearms
Terry Crews,Gamer,2009,Personal Weapons
Terry Crews,Terminator Salvation,2009,Other
Terry Crews,Deadpool 2,2018,Other
Liz May Brice,Resident Evil,2002,Knives or Cutting Instruments
T.K. Carter,Southern Comfort,1981,Knives or Cutting Instruments
T.K. Carter,The Thing,1982,Other
Fred Ward,Escape from Alcatraz,1979,Drowning
Fred Ward,Southern Comfort,1981,Knives or Cutting Instruments
Fred Ward,The Right Stuff,1983,Other
Fred Ward,Off Limits,1988,Firearms
Fred Ward,The Naked Gun 33 1/3: The Final Insult,1994,Firearms
Fred Ward,The Chaos Factor,2000,Firearms
Fred Ward,The Crow: Salvation,2000,Other
Lewis Smith,Southern Comfort,1981,Drowning
Lewis Smith,The Heavenly Kid,1985,Other
Lewis Smith,Wyatt Earp,1994,Firearms
Lewis Smith,Django Unchained,2012,Firearms
Les Lannom,Southern Comfort,1981,Firearms
Franklyn Seales,Southern Comfort,1981,Firearms
Alan Autry,Southern Comfort,1981,Strangulation
Jon Seda,Bad Boys II,2003,Firearms
Jon Seda,Bullet to the Head,2013,Knives or Cutting Instruments
Holt McCallany,Creepshow 2,1987,Firearms
Holt McCallany,Shakedown,1988,Firearms
Holt McCallany,Alien 3,1992,Other
Holt McCallany,Jade,1995,Other
Holt McCallany,The Peacemaker,1997,Explosives
Holt McCallany,Below,2002,Knives or Cutting Instruments
Holt McCallany,Rise: Blood Hunter,2007,Firearms
Holt McCallany,Vantage Point,2008,Firearms
Holt McCallany,The Losers,2010,Knives or Cutting Instruments
Holt McCallany,Hijacked,2012,Knives or Cutting Instruments
Holt McCallany,Bullet to the Head,2013,Firearms
Holt McCallany,Gangster Squad,2013,Firearms
Holt McCallany,Blackhat,2015,Firearms
Holt McCallany,Run All Night,2015,Strangulation
Holt McCallany,Jack Reacher: Never Go Back,2016,Blunt Objects
Holt McCallany,Monster Trucks,2016,Poison
Holt McCallany,Shot Caller,2017,Firearms
Holt McCallany,Greenland,2020,Other
Holt McCallany,Wrath of Man,2021,Firearms
Holt McCallany,Nightmare Alley,2021,Other
Jessica Brown Findlay,Winters Tale,2014,Poison
Jessica Brown Findlay,The Guernsey Literary and Potato Peel Pie Society,2018,Firearms
Adam Baldwin,Cohen and Tate,1989,Impact
Adam Baldwin,Next of Kin,1989,Firearms
Adam Baldwin,Deadbolt,1992,Impact
Adam Baldwin,Eight Hundred Leagues Down the Amazon,1993,Impact
Adam Baldwin,Wyatt Earp,1994,Firearms
Adam Baldwin,Digital Man,1995,Firearms
Adam Baldwin,Smoke Jumpers,1998,Fire
Adam Baldwin,Double Bang,2001,Firearms
Adam Baldwin,Hypersonic,2002,Firearms
Adam Baldwin,The Keyman: Finding Redemption,2002,Impact
Adam Baldwin,Lady Jayne Killer,2003,Firearms
Adam Baldwin,Monster Makers,2003,Other
Adam Baldwin,Evil Eyes,2004,Fire
Adam Baldwin,The Thirst,2006,Knives or Cutting Instruments
Adam Baldwin,Sands of Oblivion,2007,Impact
Adam Baldwin,Superman/Doomsday,2007,Impact
Adam Baldwin,InSight,2011,Firearms
Adam Baldwin,The Kid,2019,Firearms
Carlos Bernard,Alien Raiders,2008,Firearms
Karel Roden,Crackerjack 2,1997,Explosives
Karel Roden,15 Minutes,2001,Firearms
Karel Roden,Blade II,2002,Firearms
Karel Roden,Bulletproof Monk,2003,Knives or Cutting Instruments
Karel Roden,Hellboy,2004,Knives or Cutting Instruments
Karel Roden,Dead Fish,2005,Car
