Name,Movie,Year,Cause of Death
Patsy Smart,Expose,1975,Knives or Cutting Instruments
Susan Wood,Excessive Force,1993,Firearms
Tom Hodges,Excessive Force,1993,Firearms
Randy Popplewell,Excessive Force,1993,Knives or Cutting Instruments
Brian Leahy,Excessive Force,1993,Firearms
Turk Muller,Excessive Force,1993,Firearms
Tom Milanovich,Excessive Force,1993,Knives or Cutting Instruments
Steven Chambers,The Long Riders,1980,Firearms
Steven Chambers,Excessive Force,1993,Knives or Cutting Instruments
Steven Chambers,Village of the Damned,1995,Firearms
Leon Delaney,Excessive Force,1993,Firearms
Danny Epper,Excessive Force,1993,Firearms
Nick Sowell,Exit Speed,2008,Firearms
Kelli Dawn Hancock,Exit Speed,2008,Firearms
Jay Robinson,Demetrius and the Gladiators,1954,Knives or Cutting Instruments
Patricia Morison,Hitlers Madman,1943,Firearms
Claire Trevor,"Murder, My Sweet",1944,Firearms
Claire Trevor,Born to Kill,1947,Firearms
Claire Trevor,The Velvet Touch,1948,Other
Claire Trevor,Hoodlum Empire,1952,Firearms
Ashley Blanco,Cheerleader Massacre,2003,Car
Paul Henreid,Between Two Worlds,1944,Other
Paul Henreid,Rope of Sand,1949,Firearms
Paul Henreid,Operation Crossbow,1965,Firearms
Brent Huff,Armed Response,1986,Other
Eugene Roche,Slaughterhouse-Five,1972,Fire
Eugene Roche,Newmans Law,1974,Firearms
Eugene Roche,W,1974,Other
Eugene Roche,The Late Show,1977,Firearms
Eugene Roche,Foul Play,1978,Knives or Cutting Instruments
Laurie Soper,Thirteen Ghosts,2001,Strangulation
Derrel Maury,Massacre at Central High,1976,Explosives
Jeremy Beland,Gutterballs,2008,Knives or Cutting Instruments
Tori Black,Abducted,2015,Knives or Cutting Instruments
James Avery,Fist of the North Star,1986,Personal Weapons
James Avery,Nightflyers,1987,Other
Marisa Lauren,Abducted,2015,Other
Alexandra Innes,Popeye Doyle,1986,Firearms
Brett DelBuono,Let Me In,2010,Impact
Elaine Hendrix,Last Dance,1991,Impact
Elaine Hendrix,Treasure Buddies,2012,Other
Claire Gordon,Konga,1961,Other
Loretta Young,Life Begins,1932,Other
Loretta Young,Heroes for Sale,1933,Other
Polly Ann Young,I Cover Chinatown,1936,Strangulation
Dorian Kingi,Piranha 3D,2010,Impact
Dorian Kingi,A-X-L,2018,Explosives
Doug McGrath,The Outlaw Josey Wales,1976,Firearms
Doug McGrath,Pale Rider,1985,Firearms
Dawn Jeffory,Tourist Trap,1979,Ailment
Christina Whitaker,The Naked Cage,1986,Other
David Weston,Becket,1964,Knives or Cutting Instruments
Angela Pleasence,Gangs of New York,2002,Firearms
Angela Pleasence,Your Highness,2011,Knives or Cutting Instruments
Matyelok Gibbs,Your Highness,2011,Knives or Cutting Instruments
Anna Barry,Your Highness,2011,Knives or Cutting Instruments
Karen Morley,Inspiration,1931,Other
Karen Morley,Mata Hari,1931,Firearms
Karen Morley,Are You Listening?,1932,Impact
Karen Morley,The Phantom of Crestwood,1932,Knives or Cutting Instruments
Patricia Barry,Twilight Zone: The Movie,1983,Other
Marcus Lyle Brown,Bullet to the Head,2012,Firearms
Robin Sydney,The Lost,2006,Firearms
Robin Sydney,Big Bad Wolf,2006,Other
Robin Sydney,Wicked Lake,2008,Blunt Objects
Robin Sydney,Gingerdead Man 3: Saturday Night Cleaver,2011,Blunt Objects
Robin Sydney,Night of the Living Dead 3D: Re-Animation,2012,Other
Robin Sydney,American Muscle,2014,Firearms
Ray Nicholas,1408,2007,Impact
Ingeborga Dapkunaite,Mission: Impossible,1996,Explosives
Ingeborga Dapkunaite,Hannibal Rising,2007,Explosives
John Baragrey,Tall Man Riding,1955,Firearms
Eric Thal,Six Degrees of Separation,1993,Other
Eric Thal,The Shaft,2001,Strangulation
Mariah Gale,Hamlet,2009,Drowning
Gus Lewis,Asylum,2005,Drowning
Shahla Kareen,Traitor,2008,Explosives
Gerry Mendicino,Lucky Number Slevin,2006,Other
Gerry Mendicino,Saw VI,2009,Impact
Crystin Sinclaire,Hustler Squad,1976,Firearms
Bruno Gunn,The Hunger Games: Catching Fire,2013,Fire
Carrie Finklea,Elephant,2003,Firearms
Carrie Finklea,Simon Says,2006,Strangulation
Carrie Finklea,The Mentalist,2010,Knives or Cutting Instruments
Maxine Bahns,Scarred,2005,Knives or Cutting Instruments
Maxine Bahns,The Lost Tribe,2010,Firearms
Arline Judge,Roar of the Dragon,1932,Firearms
Arline Judge,The Crawling Hand,1963,Strangulation
Samantha Sloyan,Hush,2016,Knives or Cutting Instruments
Kate Siegel,Hush,2016,Knives or Cutting Instruments
Lex Barker,The Torture Chamber of Dr. Sadism,1967,Other
William Berger,If You Meet Sartana...Pray for Your Death,1968,Firearms
William Berger,Hang for Django,1969,Strangulation
William Berger,5 Dolls for an August Moon,1970,Other
William Berger,The Big Bust Out,1972,Firearms
William Berger,Night of the Skull,1974,Knives or Cutting Instruments
William Berger,Keoma,1976,Firearms
William Berger,Hercules,1983,Knives or Cutting Instruments
William Berger,The Adventures of Hercules,1983,Explosives
William Berger,Ironmaster,1983,Knives or Cutting Instruments
William Berger,The Spider Labyrinth,1988,Other
Vivian Pickles,"Isadora Duncan, the Biggest Dancer in the World",1966,Other
Vivian Pickles,Play Dirty,1968,Firearms
Vivian Pickles,Elizabeth R,1971,Other
Henry Travers,Mrs. Miniver,1942,Explosives
Henry Travers,Its a Wonderful Life,1946,Ailment
James Ransone,Prom Night,2008,Knives or Cutting Instruments
James Ransone,Mr. Right,2016,Firearms
James Ransone,In a Valley of Violence,2016,Firearms
James Ransone,Family Blood,2018,Knives or Cutting Instruments
James Ransone,Captive State,2019,Explosives
James Ransone,It: Chapter Two,2019,Knives or Cutting Instruments
James Ransone,The Black Phone,2022,Knives or Cutting Instruments
Louis Mustillo,Hellraiser: Bloodline,1996,Knives or Cutting Instruments
Don Garner,My Darling Clementine,1946,Firearms
Don Garner,Law and Order,1953,Strangulation
Brent Stait,Intensity,1997,Other
Brent Stait,Hunt to Kill,2010,Firearms
Brent Stait,Tron: Legacy,2010,Other
Brent Stait,Final Destination 5,2011,Knives or Cutting Instruments
Brent Stait,Hamlet,2011,Other
Bobby Beausoleil,The Ramrodder,1969,Other
Catherine Share,The Ramrodder,1969,Other
Chus Lampreave,Volver,2006,Ailment
Frank Gerstle,Murderers Row,1966,Other
Lotus Long,"Think Fast, Mr. Moto",1937,Firearms
Lotus Long,Mr. Wong in Chinatown,1939,Firearms
Lotus Long,The Mystery of Mr. Wong,1939,Poison
Taaffe O'Connell,New Years Evil,1980,Knives or Cutting Instruments
Taaffe O'Connell,Galaxy of Terror,1981,Other
John Bowe,The Living Daylights,1987,Explosives
Maryam d'Abo,Xtro,1983,Other
Maryam d'Abo,The Point Men,2001,Strangulation
Olivia d'Abo,Mission Kill,1986,Firearms
Olivia d'Abo,Into the Fire,1987,Fire
Olivia d'Abo,Point of No Return,1993,Other
Susan Anspach,The Big Fix,1978,Firearms
Susan Anspach,Into the Fire,1987,Fire
Michel Gay,The Queen,2006,Car
Dorothy Revier,The Iron Mask,1929,Other
Dorothy Revier,The King Murder,1932,Poison
Dorothy Revier,Green Eyes,1934,Other
Ryan 'Rhino' Michaels,Demolition Man,1993,Knives or Cutting Instruments
Brian Patrick Clarke,Sleepaway Camp II: Unhappy Campers,1988,Fire
Jeff Wolfe,Drive,2011,Impact
Jeff Wolfe,Gangster Squad,2013,Fire
Ben Hernandez Bray,Kiss Kiss Bang Bang,2005,Firearms
Ben Hernandez Bray,Unknown,2006,Firearms
Ben Hernandez Bray,The Grey,2011,Other
Mark Ericksen,American Gothic,1988,Knives or Cutting Instruments
Lani O'Grady,Massacre at Central High,1976,Impact
Jason Lewis,Mr. Brooks,2007,Firearms
Jason Lewis,Seeds of Yesterday,2015,Other
Barry Bernardi,Halloween,1978,Other
James Bickert,Dear God No!,2011,Knives or Cutting Instruments
Minerva Urecal,The Corpse Vanishes,1942,Strangulation
Minerva Urecal,Seven Faces of Dr. Lao,1964,Other
Luan Peters,Lust for a Vampire,1971,Knives or Cutting Instruments
Luan Peters,Twins of Evil,1971,Knives or Cutting Instruments
Chaim Jeraffi,Waterworld,1995,Firearms
Chaim Jeraffi,Black Adam,2022,Knives or Cutting Instruments
Alex Price,Storage 24,2012,Other
Wallace Beery,Ashes of Vengeance,1923,Other
Wallace Beery,The Big House,1930,Firearms
Wallace Beery,Hell Divers,1931,Other
Wallace Beery,The Champ,1931,Ailment
Wallace Beery,Viva Villa,1934,Firearms
Alexander Zale,Invasion U.S.A.,1985,Firearms
Doria Cook-Nelson,The Swarm,1978,Other
Roland Ruiz,Machete,2010,Firearms
J. Trevor Edmond,Return of the Living Dead 3,1993,Other
J. Trevor Edmond,Pumpkinhead II: Blood Wings,1993,Knives or Cutting Instruments
Charles Grant,The Delta Force,1986,Firearms
David Menachem,The Delta Force,1986,Firearms
Uri Gavriel,The Ambassador,1984,Firearms
Uri Gavriel,The Delta Force,1986,Explosives
Uri Gavriel,The Mummy Lives,1993,Strangulation
Uri Gavriel,Byzantium,2012,Knives or Cutting Instruments
Avi Loziah,The Delta Force,1986,Firearms
Jay Mohr,Cherry Falls,2000,Impact
Jay Mohr,Even Money,2006,Poison
Isobel Black,Kiss of the Vampire,1963,Other
Isobel Black,David Copperfield,1969,Other
Isobel Black,Twins of Evil,1971,Other
Jacqueline Pierreux,Black Sabbath,1963,Strangulation
Brennan Mejia,Kaboom,2010,Car
John Voldstad,Leprechaun,1993,Impact
Rohini Hattangadi,Gandhi,1982,Ailment
Sophiya Haque,Wanted,2008,Firearms
Mary Stockley,V for Vendetta,2006,Other
Lynn Hung,Ip Man 3,2015,Ailment
Eric Pohlmann,Blood Orange,1953,Knives or Cutting Instruments
Eric Pohlmann,Forbidden Cargo,1954,Drowning
Eric Pohlmann,The Glass Cage,1955,Poison
Eric Pohlmann,The Adventures of Quentin Durward,1955,Knives or Cutting Instruments
Eric Pohlmann,The Man Inside,1958,Firearms
Eric Pohlmann,Secret of the Red Orchid,1962,Firearms
Eric Pohlmann,Ashanti,1979,Knives or Cutting Instruments
Stephen Lord,Judge Dredd,1995,Firearms
Stephen Lord,Until Death,2007,Firearms
Janet Montgomery,The Space Between Us,2017,Other
Denney Pierce,Maniac Cop 3: Badge of Silence,1993,Impact
Denney Pierce,Legion,2010,Car
Donald O'Brien,Keoma,1976,Firearms
Donald O'Brien,A Man Called Blade,1977,Firearms
Donald O'Brien,The Inglorious Bastards,1978,Strangulation
Donald O'Brien,Silver Saddle,1978,Knives or Cutting Instruments
Donald O'Brien,2020 Texas Gladiators,1983,Knives or Cutting Instruments
Donald O'Brien,Warriors of the Year 2072,1984,Firearms
Donald O'Brien,Hands of Steel,1986,Firearms
Donald O'Brien,Ghosthouse,1988,Other
Olga Karlatos,Keoma,1976,Firearms
Olga Karlatos,Blood and Diamonds,1977,Firearms
Olga Karlatos,Damned in Venice,1977,Ailment
Olga Karlatos,Zombie,1979,Knives or Cutting Instruments
Olga Karlatos,Murder-Rock: Dancing Death,1984,Knives or Cutting Instruments
Ryushin Tei,Smuggler,2011,Blunt Objects
Ryushin Tei,Yazkuza Apocalpyse: The Great War of the Underworld,2015,Firearms
Donpei Tsuchihira,Gantz,2010,Knives or Cutting Instruments
Donpei Tsuchihira,Smuggler,2011,Blunt Objects
Donpei Tsuchihira,Why Dont You Play In Hell?,2013,Firearms
Orso Maria Guerrini,The Big Racket,1976,Firearms
Orso Maria Guerrini,Keoma,1976,Firearms
Orso Maria Guerrini,Rome Armed to the Teeth,1976,Other
Rita Herlor,Les Vampires,1915,Other
Chuck Hicks,Zombies of Mora Tau,1957,Other
Chuck Hicks,Dick Tracy,1990,Firearms
Chuck Hicks,Snoop Doggs Hood of Horror,2006,Knives or Cutting Instruments
Barbara Sanford,"Cry Blood, Apache",1970,Firearms
Liya Kebede,The Good Shepherd,2006,Impact
Peggy Walton-Walker,Pumpkinhead,1988,Other
Norma Foster,Murder Ahoy,1964,Poison
Norma Foster,A Study in Terror,1965,Knives or Cutting Instruments
Joshua Sinclair,The Big Racket,1976,Explosives
Joshua Sinclair,Keoma,1976,Firearms
Joshua Sinclair,The Heroin Busters,1977,Firearms
Joshua Sinclair,Hitch Hike,1977,Explosives
Joshua Sinclair,The Inglorious Bastards,1978,Strangulation
Joshua Sinclair,The Last Shark,1981,Impact
Joshua Sinclair,1990: Bronx Warriors,1982,Knives or Cutting Instruments
Amelia Cooke,Species III,2004,Impact
Amelia Cooke,Alien Agent,2007,Firearms
Xiao Chen,The Taking of Tiger Mountain,2014,Knives or Cutting Instruments
Yiheng Du,The Taking of Tiger Mountain,2014,Firearms
Yiheng Du,The Bodyguard,2016,Knives or Cutting Instruments
Shihan Cheng,The Taking of Tiger Mountain,2014,Firearms
Li Zhang,The Taking of Tiger Mountain,2014,Firearms
Jesse Lee Soffer,Gracie,2007,Car
Mitsuo Hamada,Gangster VIP,1968,Knives or Cutting Instruments
Yoshirô Aoki,Harakiri,1962,Other
Yoshirô Aoki,Eleven Samurai,1967,Knives or Cutting Instruments
Yoshirô Aoki,Gangster VIP,1968,Knives or Cutting Instruments
Yoshirô Aoki,Black Dagger,1968,Knives or Cutting Instruments
Yoshirô Aoki,Shadow Hunters 2: Echo of Destiny,1972,Fire
Yoshirô Aoki,The Execution Game,1979,Firearms
Carlos Rivas,The King and I,1956,Other
Carlos Rivas,The Unforgiven,1960,Firearms
Carlos Rivas,The Madmen of Mandoras,1963,Firearms
Carlos Rivas,True Grit,1969,Firearms
Kayo Matsuo,Nihon Kyokakuden: Shiraha no Sakazuki,1967,Other
Kayo Matsuo,Gangster VIP 2,1968,Ailment
Kayo Matsuo,Hunter in the Dark,1979,Knives or Cutting Instruments
Chikage Ôgi,Heartless,1968,Other
Caitriona Balfe,Super 8,2011,Impact
Norma Varden,Witness for the Prosecution,1957,Blunt Objects
Florinda Bolkan,Investigation of a Citizen Above Suspicion,1970,Knives or Cutting Instruments
Florinda Bolkan,The Last Valley,1971,Fire
Florinda Bolkan,Dont Torture a Duckling,1972,Blunt Objects
Florinda Bolkan,Flavia the Heretic,1974,Other
Florinda Bolkan,The Day That Shook the World,1975,Firearms
Florinda Bolkan,Bad Inclination,2003,Firearms
Andy Devine,Noahs Ark,1928,Drowning
Andy Devine,When The Daltons Rode,1940,Firearms
Lucille Saint-Peter,Brain Damage,1988,Other
Chitose Kobayashi,Goro the Assassin,1968,Knives or Cutting Instruments
Kate Norby,The Devils Rejects,2005,Other
J. Scott Shonka,Air Force One,1997,Firearms
J. Scott Shonka,Deterrence,1999,Firearms
Jean-Michel Vovk,Catharsis,2001,Knives or Cutting Instruments
Jean-Michel Vovk,Chambre jaune,2002,Knives or Cutting Instruments
Jean-Michel Vovk,La Fin de notre amour,2003,Firearms
Jean-Michel Vovk,The Strange Color of Your Bodys Tears,2013,Knives or Cutting Instruments
Klaus Tange,The Strange Color of Your Bodys Tears,2013,Knives or Cutting Instruments
Frederick Warder,The Living Daylights,1987,Impact
Frederick Warder,Alice Through the Looking Glass,2016,Other
Ursula Bedena,The Strange Color of Your Bodys Tears,2013,Knives or Cutting Instruments
Sylvia Camarda,The Strange Color of Your Bodys Tears,2013,Knives or Cutting Instruments
Anna D'Annunzio,The Strange Color of Your Bodys Tears,2013,Firearms
David Allen Brooks,Scream for Help,1984,Explosives
David Allen Brooks,Manhunter,1986,Firearms
David Allen Brooks,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Other
Wendy Barrie,The Private Life of Henry VIII,1933,Other
Wendy Barrie,The Saint Takes Over,1940,Other
Brigitte Bardot,The Night Heaven Fell,1957,Firearms
Brigitte Bardot,Love is my Profession,1958,Knives or Cutting Instruments
Brigitte Bardot,The Truth,1960,Knives or Cutting Instruments
Brigitte Bardot,Amours célèbres,1961,Drowning
Brigitte Bardot,A Very Private Affair,1961,Impact
Brigitte Bardot,Contempt,1963,Car
Brigitte Bardot,Don Juan or: if Don Juan were a Woman,1973,Other
Deobia Oparei,Alien 3,1992,Knives or Cutting Instruments
Deobia Oparei,The Foreigner,2003,Explosives
Deobia Oparei,Doom,2005,Other
Deobia Oparei,Pirates of the Caribbean: On Stranger Tides,2011,Other
Deobia Oparei,Dredd,2012,Firearms
Deobia Oparei,Wrath of Man,2021,Firearms
Rene Rokk,Invasion U.S.A.,1985,Firearms
Louie Rankin,Belly,1998,Knives or Cutting Instruments
Louie Rankin,Shottas,2002,Firearms
Tony Bolano,Invasion U.S.A.,1985,Firearms
Tony Bolano,Cat Chaser,1989,Firearms
Tony Bolano,Nightmare Beach,1989,Other
Nate Esformes,Invasion U.S.A.,1985,Firearms
Aiden Lovekamp,The Invitation,2015,Other
Jordi Vilasuso,Circle,2015,Other
Jordi Vilasuso,The Invitation,2015,Firearms
Jordi Vilasuso,Altitude,2017,Personal Weapons
Jordi Vilasuso,Baby Obsession,2018,Firearms
Michelle Krusiec,Far North,2007,Strangulation
Michelle Krusiec,The Invitation,2015,Poison
Danielle Camastra,The Invitation,2015,Poison
Jay Larson,The Invitation,2015,Firearms
Lindsay Burdge,The Invitation,2015,Impact
Michiel Huisman,The Black Book,2006,Firearms
Michiel Huisman,The Invitation,2015,Knives or Cutting Instruments
Michiel Huisman,The Ottoman Lieutenant,2017,Firearms
Michiel Huisman,The Other Lamb,2019,Other
Michiel Huisman,A Boy Called Christmas,2021,Impact
Tammy Blanchard,The Invitation,2015,Firearms
Christine Chatelain,Final Destination,2000,Explosives
Ethan Cohn,The Experiment,2010,Other
Mildred Dunnock,Kiss of Death,1947,Impact
Mildred Dunnock,Behold a Pale Horse,1964,Ailment
Mildred Dunnock,Whatever Happened to Aunt Alice?,1969,Blunt Objects
Mildred Dunnock,The Spiral Staircase,1975,Ailment
Vera Day,The Haunted Strangler,1958,Strangulation
Chris Lemmon,Land of the Free,1997,Explosives
Carlos Carrasco,As Good as Dead,1995,Impact
Carlos Carrasco,Parker,2013,Knives or Cutting Instruments
Robyn Douglass,Earthquake,1974,Impact
Robyn Douglass,Partners,1982,Other
Joseph Julian Soria,Crank: High Voltage,2009,Knives or Cutting Instruments
Nami Tsukamoto,Vital,2004,Car
David de Keyser,Sunshine,1999,Ailment
Reginald Denny,My Favorite Brunette,1947,Firearms
Reginald Denny,World For Ransom,1954,Firearms
Reginald Denny,Cat Ballou,1965,Firearms
Robert F. Simon,The Black Dakotas,1954,Firearms
Robert F. Simon,Black Saddle,1959,Firearms
Robert F. Simon,Johnny Ringo,1959,Firearms
Robert F. Simon,Peter Gunn,1959,Firearms
Robert F. Simon,Rawhide,1962,Firearms
Robert F. Simon,Ellery Queen,1975,Blunt Objects
Curtis Vowell,Krampus,2015,Other
Seth Peterson,Godzilla,1998,Other
Casey Pieretti,Death Sentence,2007,Firearms
Casey Pieretti,The Mentalist,2009,Knives or Cutting Instruments
Kelly Frye,Exquisite Corpse,2010,Other
Madeleine Collinson,Twins of Evil,1971,Knives or Cutting Instruments
Kirk B.R. Woller,Swordfish,2001,Firearms
Kirk B.R. Woller,Big Mommas House 2,2006,Firearms
Kirk B.R. Woller,Poseidon,2006,Drowning
Kirk B.R. Woller,Urban Justice,2007,Strangulation
Danny Woodburn,Watchmen,2009,Other
Lou de Laâge,Breathe,2014,Strangulation
Elizabeth Sampson,Modern Vampires,1998,Poison
Katherine Schofield,Lifeforce,1985,Other
John Snyder,Tough Guys Dont Dance,1987,Other
John Snyder,K-9,1989,Firearms
Matt Flanagan,The Hungover Games,2014,Firearms
Dave Baez,Deranged Granny,2020,Poison
Barbara Niven,Hired to Kill,1990,Firearms
Barbara Niven,Illegal Entry: Formula for Fear,1993,Firearms
Barbara Niven,Depraved,1996,Knives or Cutting Instruments
Barbara Niven,Summers Blood,2009,Firearms
Barbara Niven,A Perfect Ending,2012,Ailment
Sean Owen Roberts,The Predator,2018,Fire
Suki Waterhouse,The Divergent Series: Insurgent,2015,Impact
Suki Waterhouse,Assassination Nation,2018,Other
Suki Waterhouse,Burn,2019,Fire
Joanna Dunham,Blithe Spirit,1964,Ailment
Joanna Dunham,The House That Dripped Blood,1971,Strangulation
Elina Löwensohn,Schindlers List,1993,Firearms
Elina Löwensohn,Nadja,1994,Blunt Objects
Elina Löwensohn,South of Heaven,2008,Knives or Cutting Instruments
Wojciech Klata,Schindlers List,1993,Firearms
Oliwia Dabrowska,Schindlers List,1993,Other
Mandy Kowalski,Bird Box,2018,Other
Jack Hogan,Paratroop Command,1959,Other
Harriet Sansom Harris,Memento,2000,Narcotics
Harriet Sansom Harris,Her Last Will,2016,Poison
Harriet Sansom Harris,Werewolf By Night,2022,Fire
Jennifer Gatti,Nemesis,1992,Firearms
John Terlesky,Chopping Mall,1986,Knives or Cutting Instruments
John Terlesky,The Naked Cage,1986,Firearms
John Terlesky,Hard Bounty,1995,Firearms
Elizabeth Webster,Cockneys vs Zombies,2012,Firearms
Michael McElhatton,Justice League,2017,Explosives
Lynda Day George,Mortuary,1983,Knives or Cutting Instruments
Margaret Phillips,King Lear,1953,Knives or Cutting Instruments
Medalion Rahimi,Before I Fall,2017,Impact
James Doherty,Inbred,2011,Knives or Cutting Instruments
Rhea Bailey,Credo,2008,Blunt Objects
Margaret Dumont,What a Way to Go!,1964,Ailment
Mai Zetterling,Torment,1944,Ailment
Mai Zetterling,Piccadilly Third Stop,1960,Other
Mai Zetterling,Faces In The Dark,1960,Drowning
Gertrude Hoffman,Before Dawn,1933,Impact
Gertrude Hoffman,The File On Thelma Jordan,1949,Firearms
Edward Norris,They Wont Forget,1937,Strangulation
Edward Norris,Highway 301,1950,Firearms
Edward Norris,The Man from the Alamo,1953,Other
Stink Fisher,Neighbor,2009,Knives or Cutting Instruments
Stink Fisher,Crossbreed,2019,Explosives
Katherine Loeppky,Clash of the Titans,2010,Ailment
Carole Mathews,I Love a Mystery,1945,Other
Carole Mathews,Massacre River,1949,Firearms
Carole Mathews,Assignment Redhead,1956,Firearms
Orson Bean,"Frank McKlusky, C.I.",2002,Other
Mahesh Manjrekar,Slumdog Millionaire,2008,Firearms
Tavia Upshaw,Blood and Honor,2000,Firearms
Nicole Ehinger,The Sorcerers Apprentice,2010,Other
Blanche Yurka,A Tale of Two Cities,1935,Firearms
Blanche Yurka,Ellery Queen and the Murder Ring,1941,Strangulation
Yau Tsui Ling,Meteor,1979,Drowning
Bill Sage,Heavens Fall,2006,Impact
Bill Sage,We Are What We Are,2013,Other
Bill Sage,Wrong Turn,2021,Knives or Cutting Instruments
Tyler McVey,Night Of The Blood Beast,1958,Other
Alfie Bass,The Fearless Vampire Killers,1967,Other
Bob Oran,The Girl from S.I.N.,1966,Other
Ray Dennis Steckler,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,1964,Firearms
Ray Dennis Steckler,The Thrill Killers,1964,Firearms
Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid,2004,Other
Katherine De Hetre,Meteor,1979,Impact
Myles O'Brien,Evil Laugh,1988,Knives or Cutting Instruments
Emmanuelle Béart,Mission: Impossible,1996,Explosives
Emmanuelle Béart,The 4 Musketeers,2005,Strangulation
Griffin O'Neal,The Wraith,1986,Explosives
Griffin O'Neal,Evil Lives,1992,Poison
Tommy Lee,The Sand Pebbles,1966,Other
Marcia Rodd,Little Murders,1971,Firearms
Masi Oka,The Meg,2018,Other
Nathalie Delon,Bluebeard,1972,Knives or Cutting Instruments
Karl Swenson,Ulzanas Raid,1972,Other
Virginia Grey,Uncle Toms Cabin,1927,Ailment
Virginia Grey,Highway 301,1950,Firearms
Virginia Grey,The Fighting Lawman,1953,Firearms
Virginia Grey,Target Earth,1954,Firearms
Virginia Grey,Black Zoo,1963,Other
Olga Bisera,The Spy Who Loved Me,1977,Firearms
Rance Howard,Where The Lilies Bloom,1974,Ailment
Rance Howard,Mars Attacks!,1996,Other
Rance Howard,The Night Caller,1998,Firearms
Rance Howard,Evasive Action,1998,Other
Rance Howard,Toolbox Murders,2004,Impact
Donald Houston,Maniac,1963,Impact
Donald Houston,633 Squadron,1964,Firearms
Donald Houston,Carry on Jack,1964,Drowning
Donald Houston,Where Eagles Dare,1968,Impact
Donald Houston,Tales that Witness Madness,1973,Other
Donald Houston,Clash of the Titans,1981,Impact
Adam Chambers,Night of the Living Dead 3D,2006,Knives or Cutting Instruments
Alex Feldman,The Collector,2009,Impact
Jo Anderson,Prime Target,1989,Other
Joel Kramer,Total Recall,1990,Firearms
Louanna Gardner,The Black Sleep,1956,Impact
Tania Kline,From Dusk Till Dawn 2: Texas Blood Money,1999,Knives or Cutting Instruments
Emma Danieli,The Last Man on Earth,1964,Ailment
Priscilla Allen,Total Recall,1990,Explosives
Don Williams (II),The Ghastly Ones,1968,Knives or Cutting Instruments
Don Williams (II),"Kiss Me, Kiss Me, Kiss Me!",1968,Impact
Hal Borske,The Ghastly Ones,1968,Fire
Hal Borske,Torture Dungeon,1970,Knives or Cutting Instruments
Veronica Radburn,The Ghastly Ones,1968,Knives or Cutting Instruments
Carol Vogel,The Ghastly Ones,1968,Knives or Cutting Instruments
Michael Findlay,Take Me Naked,1966,Blunt Objects
Michael Findlay,The Touch of Her Flesh,1967,Firearms
Michael Findlay,The Kiss of Her Flesh,1968,Knives or Cutting Instruments
Michael Findlay,A Thousand Pleasures,1968,Strangulation
Michael Findlay,The Ultimate Degenerate,1969,Knives or Cutting Instruments
Roberta Findlay,Take Me Naked,1966,Knives or Cutting Instruments
Roberta Findlay,A Thousand Pleasures,1968,Knives or Cutting Instruments
Roberta Findlay,Janie,1970,Strangulation
Heather Donahue,The Blair Witch Project,1999,Other
Michael C. Williams,The Blair Witch Project,1999,Impact
John Kani,Captain America: Civil War,2016,Explosives
Liesl Ahlers,Friend Request,2016,Strangulation
William Moseley,Friend Request,2016,Knives or Cutting Instruments
Connor Paolo,Friend Request,2016,Other
Brooke Markham,Friend Request,2016,Knives or Cutting Instruments
Sean Marquette,Friend Request,2016,Blunt Objects
Susan Danford,Friend Request,2016,Other
Eleonora Duse,Cenere,1917,Other
Helene Stanley,All the Kings Men,1949,Car
Helene Stanley,Dial Red O,1955,Personal Weapons
Nhi Ngoc Nguyen-Hermann,Ninja Assassin,2009,Other
Casey Howard,Dead Boyz Cant Fly,1992,Firearms
Gayle Hunnicutt,P.J.,1968,Firearms
Gayle Hunnicutt,Eye of the Cat,1969,Impact
Gayle Hunnicutt,Scorpio,1973,Firearms
Gayle Hunnicutt,Voices,1973,Car
Gayle Hunnicutt,The Spiral Staircase,1975,Strangulation
Gayle Hunnicutt,Strange Shadows in an Empty Room,1976,Knives or Cutting Instruments
Tyler Patrick Jones,Feast,2005,Other
Patty Talbot,Eternal Evil,1985,Ailment
Alisa Wilson,Terror on Alcatraz,1986,Strangulation
Caroline Barclay,American Gothic,1988,Personal Weapons
Caroline Barclay,Species,1995,Other
Osa Massen,Background to Danger,1943,Knives or Cutting Instruments
Osa Massen,Rocketship X-M,1950,Explosives
Manny Jacinto,Bad Times at the El Royale,2018,Firearms
Tasya Teles,Damaged,2014,Blunt Objects
John Phillip Law,Von Richthofen and Brown,1971,Firearms
John Phillip Law,Open Season,1974,Firearms
John Phillip Law,Attack Force Z,1981,Firearms
John Phillip Law,Moon in Scorpio,1987,Knives or Cutting Instruments
John Phillip Law,Blood Delirium,1989,Impact
Guy Flanagan,Dark Shadows,2012,Firearms
Guy Flanagan,Hammer of the Gods,2013,Blunt Objects
Matt Baker,Snakes on a Plane,2006,Other
Luke Roberts,The Batman,2022,Firearms
Barbara Angely,Blue Demon contra los cerebros infernales,1968,Other
Barbara Angely,Peligro....! Mujeres en accion,1969,Firearms
Barbara Angely,The Night of the Thousand Cats,1972,Drowning
Siobhan McCafferty,The Unnamable II: The Statement of Randolph Carter,1992,Knives or Cutting Instruments
Alain Delon,Christine,1958,Firearms
